transaction_id,amount,timestamp,description
TXN-89DFCB7E2348,48019.75,2024-07-09T14:17:26+00:00,Wire transfer ACC0031
TXN-220219805C02,47468.36,2024-04-14T13:56:30+00:00,Payment from ACC0050
TXN-63B9F894BB46,15253.18,2024-05-25T10:13:04+00:00,ACH credit ACC0048
TXN-5461C38E29D9,5144.38,2024-07-14T11:26:09+00:00,Deposit ref ACC0017
TXN-BB6312D121BB,32720.62,2024-05-31T21:49:02+00:00,Settlement ACC0033
TXN-D9F7F6249BB5,28194.7,2024-04-28T00:38:24+00:00,Deposit ref ACC0038
TXN-03772ED3623F,12910.06,2024-05-21T03:35:36+00:00,Settlement ACC0079
TXN-5E0427E886BD,38453.97,2024-04-05T06:30:41+00:00,Settlement ACC0099
TXN-7326111C5E2C,9724.37,2024-03-11T10:22:44+00:00,Deposit ref ACC0033
TXN-C5923CC03A77,47600.91,2024-06-23T11:18:46+00:00,Wire transfer ACC0029
TXN-331AEB69EC6A,26528.83,2024-05-26T02:23:09+00:00,Settlement ACC0096
TXN-2C36B074668C,37352.3,2024-02-15T12:43:00+00:00,Wire transfer ACC0008
TXN-FD887EC20D27,38957.6,2024-02-11T11:10:54+00:00,Wire transfer ACC0020
TXN-D7B1F381C231,18435.24,2024-08-13T08:29:49+00:00,Settlement ACC0091
TXN-9F700B9D2C60,20305.37,2024-02-11T12:17:44+00:00,ACH credit ACC0047
TXN-5DECFBDE99CF,47287.13,2024-11-20T21:04:04+00:00,Payment from ACC0047
TXN-CAAAFAF17561,47691.26,2024-12-06T03:32:27+00:00,ACH credit ACC0001
TXN-0A59B788AE21,14931.97,2024-04-25T13:58:07+00:00,ACH credit ACC0072
TXN-4FA5438ED6E5,34399.2,2024-11-03T10:30:22+00:00,Settlement ACC0043
TXN-C321CD84BBBB,26104.03,2024-09-29T16:00:34+00:00,Payment from ACC0071
TXN-0C4666F90AA4,46895.14,2024-09-05T22:14:19+00:00,Payment from ACC0001
TXN-ECF0DF52C664,31568.39,2024-01-12T10:34:55+00:00,Wire transfer ACC0078
TXN-DCF041A7BCEC,34846.93,2024-01-16T15:54:03+00:00,Wire transfer ACC0091
TXN-AC603E268423,14253.55,2024-10-17T16:51:57+00:00,Settlement ACC0079
TXN-C2C86C54AEBE,43636.56,2024-07-21T12:28:14+00:00,ACH credit ACC0078
TXN-5253BA0307B8,27876.67,2024-04-14T21:12:19+00:00,Payment from ACC0089
TXN-B1511E50209B,46020.7,2024-02-13T20:39:12+00:00,Settlement ACC0062
TXN-5FD3DE94D9D6,16359.63,2024-04-11T02:33:42+00:00,Settlement ACC0026
TXN-A1347A0583C1,23057.59,2024-09-26T05:51:58+00:00,Wire transfer ACC0041
TXN-1ADCA0B06F0D,25124.64,2024-05-30T19:58:33+00:00,ACH credit ACC0073
TXN-79041CF73138,32514.53,2024-02-24T23:02:22+00:00,ACH credit ACC0073
TXN-D6C723427913,38457.97,2024-04-12T08:25:32+00:00,Payment from ACC0009
TXN-2619A64D611D,30261.93,2024-05-23T08:21:21+00:00,ACH credit ACC0081
TXN-D19DC4453D0C,31267.27,2024-08-10T05:06:45+00:00,Payment from ACC0036
TXN-8847C8D63620,12033.77,2024-07-04T14:36:02+00:00,Settlement ACC0068
TXN-186CC0772559,1460.95,2024-05-10T12:57:15+00:00,Settlement ACC0063
TXN-C1C79B3F17F8,7257.88,2024-05-09T14:30:57+00:00,ACH credit ACC0048
TXN-5861E368B700,23664.16,2024-05-17T17:24:43+00:00,Wire transfer ACC0005
TXN-28A09D5729A7,23129.71,2024-04-03T08:26:51+00:00,Wire transfer ACC0047
TXN-4A788EA439FF,46372.75,2024-10-17T23:40:28+00:00,ACH credit ACC0044
TXN-CBFD2A868191,21551.07,2024-04-07T23:15:43+00:00,Settlement ACC0013
TXN-021AFFFADCA7,30309.48,2024-07-27T03:27:18+00:00,Payment from ACC0025
TXN-78D9B94A343D,47247.59,2024-10-08T16:25:41+00:00,Payment from ACC0070
TXN-B0A7C2B95746,37376.57,2024-03-09T05:05:02+00:00,Wire transfer ACC0042
TXN-7B7B8E30079F,13899.14,2024-03-04T18:25:14+00:00,ACH credit ACC0009
TXN-766BB7E67627,8893.64,2024-01-01T16:45:27+00:00,Deposit ref ACC0017
TXN-A57B41EA3883,8070.7,2024-11-19T15:31:29+00:00,Settlement ACC0076
TXN-1098E7173A64,18324.04,2024-08-23T07:53:49+00:00,Payment from ACC0007
TXN-F232294A3CDD,16693.61,2024-07-20T02:32:06+00:00,Deposit ref ACC0091
TXN-6CBDAC95EFE9,27230.9,2024-04-01T17:07:04+00:00,Wire transfer ACC0044
TXN-A91F6CC7D796,47215.61,2024-01-28T15:46:43+00:00,Settlement ACC0075
TXN-2E659F7D4D76,12780.26,2024-01-24T08:15:58+00:00,ACH credit ACC0006
TXN-11C7109C9D3B,33105.24,2024-12-10T00:11:13+00:00,Wire transfer ACC0001
TXN-1417416911A2,25742.84,2024-06-12T13:36:48+00:00,ACH credit ACC0073
TXN-AFD2CF8A3104,34712.65,2024-05-26T10:38:34+00:00,Deposit ref ACC0033
TXN-0B5D72204492,44976.24,2024-03-14T19:39:45+00:00,ACH credit ACC0050
TXN-AD1A473EBAA2,46384.36,2024-06-19T03:32:16+00:00,Settlement ACC0017
TXN-85EEBCC0486C,36327.5,2024-05-25T02:58:15+00:00,Settlement ACC0086
TXN-5F914136A450,14751.03,2024-10-15T20:05:43+00:00,Wire transfer ACC0087
TXN-BCEF41CFD61D,18185.17,2024-05-16T07:47:08+00:00,Settlement ACC0035
TXN-ADCC8177A2A3,2743.04,2024-05-24T06:25:37+00:00,Settlement ACC0022
TXN-D4F1158CFE89,34345.99,2024-10-15T03:28:33+00:00,Wire transfer ACC0069
TXN-C85786148E82,43261.21,2024-11-03T00:13:13+00:00,Wire transfer ACC0058
TXN-73621C50AE50,19462.26,2024-05-01T05:04:12+00:00,ACH credit ACC0061
TXN-7C393487A7CF,23638.82,2024-10-31T17:10:59+00:00,Settlement ACC0074
TXN-C3748C363581,15674.44,2024-12-08T03:24:45+00:00,ACH credit ACC0014
TXN-02C713B49B99,15174.17,2024-11-11T03:22:17+00:00,Wire transfer ACC0002
TXN-476CA626F330,29345.17,2024-05-24T13:55:36+00:00,Deposit ref ACC0060
TXN-FBAA50BE08C7,32749.55,2024-11-19T18:34:57+00:00,Settlement ACC0054
TXN-F19466888128,3203.26,2024-01-27T08:49:26+00:00,Wire transfer ACC0064
TXN-07D965F5DC56,3205.94,2024-11-21T02:44:49+00:00,Deposit ref ACC0063
TXN-5602A10C5DA0,43477.6,2024-08-12T03:54:27+00:00,Settlement ACC0081
TXN-5D6FAC956237,11616.8,2024-09-23T22:49:34+00:00,Payment from ACC0077
TXN-BE5C3C8A7B1F,18685.8,2024-09-14T03:35:16+00:00,Settlement ACC0010
TXN-DF97B6D8E4F3,8431.12,2024-10-02T15:26:56+00:00,Settlement ACC0075
TXN-C6A47DA390D2,29814.26,2024-03-22T11:42:58+00:00,ACH credit ACC0008
TXN-55A6EB050640,19245.21,2024-06-26T11:02:35+00:00,Deposit ref ACC0015
TXN-FA3AAAD24FA5,8370.78,2024-01-14T02:39:57+00:00,Deposit ref ACC0058
TXN-575840385BFA,30992.1,2024-08-04T12:43:48+00:00,Wire transfer ACC0036
TXN-4D2452C7FF3B,39576.6,2024-01-26T11:35:40+00:00,ACH credit ACC0066
TXN-9A3A3ECFDE3A,304.89,2024-10-06T17:32:56+00:00,Deposit ref ACC0069
TXN-A9FFE17CFB54,24169.15,2024-04-20T04:47:41+00:00,ACH credit ACC0065
TXN-0EBC7AB6B882,36141.69,2024-03-29T16:53:00+00:00,Deposit ref ACC0087
TXN-1F7059F84C3F,11203.19,2024-03-02T20:00:41+00:00,FX transfer GBP ACC0024
TXN-B2F2280BAD26,28435.79,2024-01-24T09:23:13+00:00,Deposit ref ACC0040
TXN-2F9087AD5213,40184.02,2024-10-16T01:10:09+00:00,Wire transfer ACC0046
TXN-4A8859A3CB69,23048.15,2024-09-13T23:07:48+00:00,Settlement ACC0038
TXN-D0D68302BEF9,27669.18,2024-10-07T02:58:31+00:00,ACH credit ACC0014
TXN-CED3E9611A40,21596.81,2024-09-24T03:51:08+00:00,Payment from ACC0088
TXN-E6AE190AD3BE,37735.43,2024-05-18T16:14:11+00:00,ACH credit ACC0012
TXN-49F8A9B115F8,21904.81,2024-03-14T13:56:13+00:00,Wire transfer ACC0081
TXN-A1580F25838D,46524.29,2024-06-10T03:07:10+00:00,Payment from ACC0045
TXN-5D178AB05DC0,26152.21,2024-04-05T00:41:49+00:00,ACH credit ACC0073
TXN-27F9DBDE2C68,11428.63,2024-10-09T09:42:16+00:00,Wire transfer ACC0003
TXN-181A092957DB,42619.34,2024-08-24T22:45:38+00:00,Wire transfer ACC0022
TXN-A2EB13025B7E,19976.03,2024-03-26T04:13:03+00:00,Wire transfer ACC0075
TXN-6804971DD3DA,21331.9,2024-11-16T04:36:14+00:00,ACH credit ACC0028
TXN-8230276F0854,8468.99,2024-08-15T21:48:54+00:00,ACH credit ACC0091
TXN-0A9EA36A7819,2960.47,2024-04-05T18:20:40+00:00,Wire transfer ACC0100
TXN-B644F3A4ADBD,16669.99,2024-10-14T19:29:59+00:00,Payment from ACC0085
TXN-8467F57157F0,20169.93,2024-03-29T23:10:17+00:00,ACH credit ACC0024
TXN-EB97CF24BE4D,4685.89,2024-04-11T10:00:10+00:00,ACH credit ACC0069
TXN-593C9C3C3ADD,17746.68,2024-11-21T22:07:05+00:00,Wire transfer ACC0050
TXN-BC7BE1384608,26131.81,2024-07-20T20:31:53+00:00,Payment from ACC0074
TXN-BB44A7861274,22212.52,2024-05-01T23:30:11+00:00,Payment from ACC0077
TXN-5262C49402AB,6008.82,2024-02-02T02:13:57+00:00,Payment from ACC0002
TXN-7D47E7308036,44801.12,2024-09-27T03:57:42+00:00,Wire transfer ACC0024
TXN-00E25F5DA934,30111.2,2024-03-24T21:38:18+00:00,Deposit ref ACC0018
TXN-B17A6C0B3AC5,26223.68,2024-11-18T02:38:34+00:00,Settlement ACC0022
TXN-17F41C0FF672,38353.96,2024-02-14T05:02:07+00:00,ACH credit ACC0042
TXN-5C05A3F866F2,13085.04,2024-05-19T15:16:06+00:00,Wire transfer ACC0002
TXN-EF8482D8AE14,1105.43,2024-08-15T19:35:37+00:00,Wire transfer ACC0008
TXN-2C213BDA7A95,6003.13,2024-12-11T18:04:45+00:00,Deposit ref ACC0052
TXN-CA5398D2E36A,38273.23,2024-07-01T10:31:28+00:00,Wire transfer ACC0020
TXN-A8C8E0928E06,4851.12,2024-07-21T20:30:38+00:00,Payment from ACC0006
TXN-34C2E0961EFE,17912.05,2024-11-10T22:44:42+00:00,Settlement ACC0058
TXN-235C454C5A30,30822.35,2024-12-09T11:19:14+00:00,Payment from ACC0010
TXN-1B864380FD10,25588.46,2024-05-01T06:24:12+00:00,Deposit ref ACC0012
TXN-0132296A7C94,40688.78,2024-10-01T04:17:18+00:00,ACH credit ACC0023
TXN-9525A6866192,40061.27,2024-07-03T13:49:20+00:00,Settlement ACC0073
TXN-1AFEC41616B9,13911.55,2024-12-15T22:38:06+00:00,Wire transfer ACC0049
TXN-C87536336174,37687.63,2024-11-30T16:33:28+00:00,Wire transfer ACC0058
TXN-75E342CDD2DC,40728.53,2024-07-11T05:58:32+00:00,Deposit ref ACC0095
TXN-A37127B0B11F,48007.11,2024-02-25T22:52:52+00:00,ACH credit ACC0038
TXN-8D169D3FE965,49478.36,2024-12-28T18:32:22+00:00,Payment from ACC0069
TXN-5255EE7D2FAE,32732.85,2024-04-07T05:47:50+00:00,Payment from ACC0012
TXN-A4EBA5084795,40363.0,2024-11-24T05:25:01+00:00,Deposit ref ACC0029
TXN-36E69C9D00AD,45503.6,2024-10-20T00:14:43+00:00,ACH credit ACC0004
TXN-5BC855073A0A,24205.08,2024-05-27T12:40:01+00:00,Payment from ACC0023
TXN-94D51287588A,18671.57,2024-02-24T21:33:25+00:00,Deposit ref ACC0024
TXN-8CC8F48752B3,43758.05,2024-06-20T00:24:52+00:00,Wire transfer ACC0032
TXN-D2CBC7AF5AC0,39555.92,2024-04-06T05:32:11+00:00,ACH credit ACC0041
TXN-0F3181B5A00C,15854.02,2024-05-13T12:53:11+00:00,Wire transfer ACC0086
TXN-A8C58C22D2E2,4608.01,2024-11-25T01:10:45+00:00,ACH credit ACC0017
TXN-3D23C661DDA4,26556.06,2024-04-23T04:13:31+00:00,Payment from ACC0072
TXN-50FE4E16BB9E,36447.65,2024-04-16T12:55:19+00:00,Wire transfer ACC0067
TXN-8529F98E9329,7474.54,2024-04-16T06:28:50+00:00,Payment from ACC0035
TXN-877A65DF084A,40113.73,2024-12-01T13:39:37+00:00,Wire transfer ACC0053
TXN-D7020D3D3D3A,9538.61,2024-08-20T18:36:14+00:00,Deposit ref ACC0050
TXN-FCCF095C6AF9,30656.56,2024-11-01T14:22:40+00:00,Wire transfer ACC0099
TXN-BCE9705A0F42,41427.99,2024-04-10T02:05:50+00:00,Deposit ref ACC0025
TXN-31DEDFD3C78F,32680.17,2024-05-15T01:27:01+00:00,Payment from ACC0018
TXN-49A4BB1CF00F,16660.1,2024-03-06T07:06:37+00:00,Payment from ACC0029
TXN-FAA3416E48CB,46303.32,2024-09-27T20:04:07+00:00,Deposit ref ACC0020
TXN-5D0B6A829827,33228.8,2024-09-09T00:17:27+00:00,Wire transfer ACC0048
TXN-DB85EC9E4920,47679.74,2024-01-26T14:59:57+00:00,ACH credit ACC0001
TXN-82F6287F1067,26477.7,2024-06-03T13:56:46+00:00,ACH credit ACC0018
TXN-0713E8EFE0AC,38008.62,2024-01-22T03:59:48+00:00,Payment from ACC0047
TXN-48D8535CD037,20513.47,2024-01-31T20:06:26+00:00,Deposit ref ACC0059
TXN-7504275A0818,25371.31,2024-07-16T03:23:07+00:00,Deposit ref ACC0070
TXN-3082CA6DF0FC,16674.77,2024-08-14T07:31:33+00:00,Wire transfer ACC0020
TXN-44F230F754F3,34417.74,2024-10-05T09:05:04+00:00,ACH credit ACC0041
TXN-1E4C7A5E88FA,1407.88,2024-04-27T15:39:38+00:00,Settlement ACC0069
TXN-33DE3C4774CB,38629.66,2024-07-11T08:39:17+00:00,Deposit ref ACC0096
TXN-79232B3BDA69,35231.36,2024-09-20T06:45:19+00:00,Deposit ref ACC0002
TXN-70E332CCF8AB,24168.83,2024-06-19T11:18:34+00:00,Settlement ACC0079
TXN-9B34424B2D95,11346.83,2024-05-24T10:22:50+00:00,ACH credit ACC0034
TXN-E760A764E5B3,13348.59,2024-09-05T22:11:49+00:00,ACH credit ACC0097
TXN-D0405518BEDD,4198.64,2024-12-13T19:35:21+00:00,Payment from ACC0066
TXN-72869AC52691,25552.91,2024-02-07T02:53:41+00:00,Settlement ACC0041
TXN-26C335E8F4DA,16281.11,2024-11-20T20:27:14+00:00,ACH credit ACC0015
TXN-369006707D25,2818.04,2024-07-16T00:43:21+00:00,Payment from ACC0076
TXN-5ACF00E64979,7216.15,2024-10-14T13:15:10+00:00,Settlement ACC0067
TXN-3A32B1CA8203,1312.89,2024-08-19T21:31:40+00:00,Wire transfer ACC0024
TXN-FA5C71B7C3E2,43551.73,2024-03-13T05:49:57+00:00,Wire transfer ACC0036
TXN-A9067FEA3AD0,24250.1,2024-05-12T03:56:52+00:00,Wire transfer ACC0100
TXN-45DE308E63A3,23408.28,2024-09-05T03:08:07+00:00,Payment from ACC0011
TXN-6290C1582F3A,30016.25,2024-01-20T21:10:42+00:00,Settlement ACC0099
TXN-771833F60530,11612.83,2024-03-26T07:46:27+00:00,Deposit ref ACC0057
TXN-1191EFE20DC6,36497.18,2024-07-21T05:26:31+00:00,Deposit ref ACC0012
TXN-034DEADB2DA2,21291.71,2024-10-19T06:59:04+00:00,Settlement ACC0054
TXN-737908874401,4183.69,2024-06-09T11:14:57+00:00,Deposit ref ACC0048
TXN-C9A797533897,18839.21,2024-05-27T00:02:53+00:00,ACH credit ACC0023
TXN-35CDA6C1777C,19487.2,2024-05-20T01:58:11+00:00,Payment from ACC0095
TXN-26C3A9177D19,38563.55,2024-06-21T00:41:42+00:00,Wire transfer ACC0050
TXN-7EFBD650258A,32549.32,2024-10-25T15:15:07+00:00,Deposit ref ACC0084
TXN-158DAD000567,27159.88,2024-05-22T11:23:58+00:00,Deposit ref ACC0100
TXN-FC92D46C0298,30569.31,2024-08-15T23:16:49+00:00,Payment from ACC0050
TXN-F27A3706094C,2884.26,2024-01-03T06:54:32+00:00,Deposit ref ACC0063
TXN-9A70ADB53B60,37185.34,2024-07-03T08:17:11+00:00,Settlement ACC0021
TXN-AC61421C7ECA,34268.48,2024-04-26T14:46:19+00:00,Settlement ACC0096
TXN-4627FF47137E,33082.64,2024-01-05T02:30:18+00:00,Deposit ref ACC0046
TXN-A012BE19859C,35427.92,2024-07-15T21:23:53+00:00,Deposit ref ACC0074
TXN-EC8B1D00F24A,13511.42,2024-11-09T20:57:45+00:00,Deposit ref ACC0084
TXN-4D8B90A92F74,1759.29,2024-02-16T15:11:39+00:00,ACH credit ACC0099
TXN-8E2D57BAD10E,17209.2,2024-03-24T10:43:17+00:00,Settlement ACC0092
TXN-F8B709CCFEDE,31355.87,2024-11-03T12:28:03+00:00,Payment from ACC0076
TXN-B1AD02365A1A,34409.19,2024-11-13T15:51:44+00:00,ACH credit ACC0076
TXN-C55EDE2B1B2A,22479.75,2024-10-28T22:12:10+00:00,Wire transfer ACC0009
TXN-11325CF5EC19,43899.23,2024-10-30T00:34:39+00:00,Deposit ref ACC0017
TXN-5AAAF7F39EF7,14.62,2024-11-12T15:53:25+00:00,Wire transfer ACC0002
TXN-589A68A33B9B,8377.59,2024-02-08T17:28:20+00:00,Settlement ACC0067
TXN-EF2C4875226E,19070.72,2024-07-03T05:47:56+00:00,Wire transfer ACC0053
TXN-2E0CDDF75DB1,46552.47,2024-07-09T02:51:12+00:00,Settlement ACC0089
TXN-FE02360F6748,37262.56,2024-10-28T07:26:39+00:00,Payment from ACC0084
TXN-F1329ECB6751,25774.0,2024-10-26T10:09:12+00:00,Settlement ACC0001
TXN-8F55FCCCE043,37567.89,2024-09-07T12:30:09+00:00,Deposit ref ACC0050
TXN-ADB0E79F2E08,44321.58,2024-08-22T10:17:42+00:00,Wire transfer ACC0029
TXN-EA644C61ECD1,5627.25,2024-12-08T02:32:17+00:00,ACH credit ACC0029
TXN-9A4B0EE3FDAC,23118.39,2024-04-14T20:05:45+00:00,Deposit ref ACC0021
TXN-33D836CFBBC4,26944.22,2024-10-20T12:19:13+00:00,Settlement ACC0038
TXN-5A2DBC2D5171,11386.61,2024-08-06T10:16:36+00:00,Payment from ACC0064
TXN-6D74670F5E98,19376.4,2024-08-21T05:29:40+00:00,Deposit ref ACC0014
TXN-7A6A8B0B8F23,44164.15,2024-01-22T16:38:43+00:00,Wire transfer ACC0006
TXN-6D3355F976DA,49642.41,2024-06-01T15:34:19+00:00,Deposit ref ACC0023
TXN-621494AE40C0,49799.76,2024-07-13T16:00:08+00:00,ACH credit ACC0031
TXN-1939B260ED9E,22836.59,2024-12-12T00:12:21+00:00,ACH credit ACC0094
TXN-7416CC8768AF,41505.24,2024-10-18T19:02:51+00:00,Wire transfer ACC0095
TXN-6032300BFA4A,29705.59,2024-08-26T07:35:00+00:00,Settlement ACC0044
TXN-EE2A15AEC065,12167.96,2024-09-27T18:42:48+00:00,Wire transfer ACC0073
TXN-408B510FDE57,40314.28,2024-01-28T00:32:37+00:00,Payment from ACC0092
TXN-D2D9C059349F,34536.21,2024-09-25T02:00:01+00:00,Settlement ACC0047
TXN-0EBEDEC311C1,17716.15,2024-06-30T04:35:06+00:00,Settlement ACC0060
TXN-3AA83F557E86,34820.75,2024-07-10T23:55:45+00:00,Settlement ACC0092
TXN-613095A746B1,19900.0,2024-10-18T08:05:07+00:00,Deposit ref ACC0036
TXN-E89B3C455C80,1978.41,2024-07-01T10:33:59+00:00,Payment from ACC0092
TXN-4184D6933DCC,16238.51,2024-01-23T05:44:01+00:00,Payment from ACC0038
TXN-CCD8D2A4EEB1,34282.7,2024-12-24T04:56:35+00:00,Settlement ACC0093
TXN-BB580E183135,49001.38,2024-11-15T18:44:23+00:00,Wire transfer ACC0083
TXN-80CDB8F66517,38243.2,2024-10-24T11:22:40+00:00,Deposit ref ACC0036
TXN-FBCC640C4018,45949.54,2024-02-07T02:39:09+00:00,Deposit ref ACC0078
TXN-1F9F924EDA0A,10914.64,2024-10-17T15:25:50+00:00,Wire transfer ACC0027
TXN-1AD9148E7533,18666.3,2024-08-27T22:38:30+00:00,Deposit ref ACC0059
TXN-721B65FA4A07,18866.14,2024-06-15T09:58:56+00:00,ACH credit ACC0016
TXN-F076E7A99B3D,33368.26,2024-03-15T18:38:45+00:00,Wire transfer ACC0003
TXN-E0BD23E04C09,33450.23,2024-06-22T01:55:11+00:00,Wire transfer ACC0015
TXN-594116D7A587,827.01,2024-12-03T07:26:05+00:00,ACH credit ACC0054
TXN-0B77CB367C80,41003.52,2024-08-20T23:53:56+00:00,ACH credit ACC0067
TXN-80B629D7E0C3,19208.7,2024-04-06T09:23:57+00:00,Wire transfer ACC0075
TXN-F14C1FDA2C0A,20053.29,2024-12-23T18:04:06+00:00,Deposit ref ACC0075
TXN-E65F4F412FA4,32402.01,2024-01-20T22:41:21+00:00,Payment from ACC0090
TXN-1A286B357806,21256.89,2024-05-26T10:40:04+00:00,Deposit ref ACC0040
TXN-52950A0464C7,28882.22,2024-05-01T05:22:57+00:00,Wire transfer ACC0003
TXN-7FC889BBFB6E,32903.74,2024-05-07T22:28:53+00:00,Payment from ACC0077
TXN-DCABCEF0071F,43523.75,2024-04-30T07:08:46+00:00,Settlement ACC0017
TXN-69DE87ABD36E,15248.78,2024-09-30T03:16:22+00:00,Settlement ACC0086
TXN-CEA36B334B05,21992.62,2024-04-12T07:04:24+00:00,Wire transfer ACC0034
TXN-4F9989C1107E,30546.48,2024-03-13T20:01:52+00:00,Payment from ACC0033
TXN-4905572DBF00,25865.47,2024-08-16T06:49:03+00:00,Wire transfer ACC0059
TXN-22F819F0C3D7,33424.91,2024-02-07T10:29:49+00:00,Settlement ACC0079
TXN-67288EA19C49,9157.65,2024-04-30T20:33:04+00:00,ACH credit ACC0044
TXN-EFC8666F1867,34623.77,2024-11-26T21:17:47+00:00,Deposit ref ACC0077
TXN-73C6CED2A12C,14397.45,2024-03-03T13:32:31+00:00,Wire transfer ACC0068
TXN-3958754F626E,32030.46,2024-07-27T19:18:40+00:00,Deposit ref ACC0011
TXN-9647EC803C6F,36763.58,2024-05-18T15:05:33+00:00,Wire transfer ACC0091
TXN-833063D8E8BC,42266.74,2024-03-18T08:50:13+00:00,Settlement ACC0059
TXN-E562BA7C147D,21570.56,2024-09-14T23:08:38+00:00,ACH credit ACC0047
TXN-0678748347E9,45812.56,2024-09-13T23:47:11+00:00,ACH credit ACC0035
TXN-1E7FF3BA4377,42892.4,2024-10-02T16:11:18+00:00,Payment from ACC0091
TXN-6419DCA9C486,17855.14,2024-10-30T05:58:15+00:00,Payment from ACC0037
TXN-F1B9FFA0717D,20166.93,2024-12-01T03:53:41+00:00,Settlement ACC0093
TXN-A7231714D563,1146.54,2024-04-25T20:56:40+00:00,Settlement ACC0097
TXN-54CF2546B660,9855.14,2024-07-12T17:03:43+00:00,Settlement ACC0084
TXN-C19D4678A8D1,3730.6,2024-03-03T07:12:13+00:00,ACH credit ACC0014
TXN-48A1C4FCA626,28416.6,2024-06-22T04:51:21+00:00,Payment from ACC0039
TXN-EC4A3CA6E57A,30650.45,2024-10-22T18:17:24+00:00,ACH credit ACC0034
TXN-7B2026C11DB2,30933.13,2024-03-06T23:43:29+00:00,ACH credit ACC0003
TXN-F51665723CC4,33808.24,2024-04-18T04:00:52+00:00,ACH credit ACC0067
TXN-299D9BED013E,17010.12,2024-09-22T06:19:48+00:00,Deposit ref ACC0029
TXN-178F954FD7B9,35166.63,2024-01-27T09:21:58+00:00,Wire transfer ACC0050
TXN-3DEBDA1B8F41,29313.56,2024-05-07T13:23:25+00:00,Payment from ACC0001
TXN-F4807F960F16,4778.3,2024-02-24T14:35:51+00:00,Settlement ACC0086
TXN-5210D83A23C0,8595.05,2024-07-04T07:04:46+00:00,Settlement ACC0002
TXN-9C1300DB81B6,1457.12,2024-03-15T20:41:07+00:00,Wire transfer ACC0073
TXN-39339DD77C08,34130.74,2024-05-04T15:20:59+00:00,Settlement ACC0006
TXN-9AE3078E2E20,29020.32,2024-05-24T21:38:52+00:00,Wire transfer ACC0032
TXN-AB8E9CDEF85D,49520.04,2024-12-26T19:49:26+00:00,Wire transfer ACC0036
TXN-3844EBDBD17D,49198.5,2024-07-10T14:13:50+00:00,Payment from ACC0090
TXN-E0DE8FF32CC7,35918.78,2024-08-21T05:48:01+00:00,Wire transfer ACC0070
TXN-B145216B9D6F,30376.33,2024-07-20T09:52:27+00:00,Settlement ACC0068
TXN-90EC31368DD9,27178.03,2024-03-13T14:32:59+00:00,ACH credit ACC0044
TXN-F024AAED7CF3,3185.75,2024-05-28T04:56:58+00:00,Deposit ref ACC0077
TXN-998BF1104713,2735.02,2024-06-14T01:06:42+00:00,ACH credit ACC0099
TXN-DDA14C2ED3DE,24420.48,2024-04-06T02:57:51+00:00,Settlement ACC0001
TXN-6F5D65A71C41,45111.77,2024-06-17T14:33:16+00:00,ACH credit ACC0019
TXN-22189A60485B,14598.23,2024-05-02T11:09:50+00:00,Settlement ACC0039
TXN-B4D7936BA0C9,48281.73,2024-09-23T19:56:14+00:00,Settlement ACC0054
TXN-334A734CD7E6,43265.87,2024-02-15T14:07:01+00:00,Wire transfer ACC0057
TXN-606805284570,10007.28,2024-01-07T05:29:20+00:00,Settlement ACC0031
TXN-E130F0AEC3C9,10837.5,2024-08-23T13:13:51+00:00,Settlement ACC0011
TXN-1143C9E3C982,30322.11,2024-03-16T13:06:22+00:00,Settlement ACC0029
TXN-9765AB35B7D7,37990.37,2024-10-12T17:14:40+00:00,ACH credit ACC0026
TXN-D1DB727EC088,24682.82,2024-11-08T21:18:53+00:00,Deposit ref ACC0031
TXN-03EED2181950,36624.81,2024-12-17T08:42:26+00:00,ACH credit ACC0093
TXN-96EFFC820DE4,7226.14,2024-06-28T19:42:26+00:00,Payment from ACC0091
TXN-16BA2222DF7E,29241.92,2024-02-23T15:33:34+00:00,Deposit ref ACC0087
TXN-20AF02A984FE,7785.54,2024-07-13T04:20:47+00:00,Payment from ACC0017
TXN-96CA5AA27D01,631.03,2024-10-11T04:44:33+00:00,Settlement ACC0097
TXN-B5E170190BB5,31341.66,2024-07-21T19:54:19+00:00,Wire transfer ACC0094
TXN-6E5A00008CC5,33516.01,2024-03-18T15:13:32+00:00,ACH credit ACC0007
TXN-C6434AA246F7,30335.96,2024-08-07T15:57:40+00:00,Settlement ACC0072
TXN-F8607ABE29FA,16468.77,2024-04-27T13:30:49+00:00,ACH credit ACC0087
TXN-EDB83273CEAE,31596.56,2024-07-10T06:28:27+00:00,Wire transfer ACC0094
TXN-C49F0428A7B2,28497.17,2024-12-06T04:37:12+00:00,Deposit ref ACC0030
TXN-67EFF2062256,30956.0,2024-03-26T00:21:20+00:00,Settlement ACC0052
TXN-CEDE40396AEE,26966.3,2024-10-07T22:08:04+00:00,Deposit ref ACC0028
TXN-A9740712C53B,18285.89,2024-08-28T10:44:31+00:00,Payment from ACC0050
TXN-248A89C671D8,5578.01,2024-05-12T03:14:47+00:00,Deposit ref ACC0012
TXN-FD015DD63AF5,34205.24,2024-11-25T06:41:39+00:00,Payment from ACC0039
TXN-9EC72FEB3CF0,4221.59,2024-08-02T22:01:49+00:00,Deposit ref ACC0083
TXN-027A9E6A858B,12577.67,2024-02-16T20:35:39+00:00,Wire transfer ACC0040
